AtBat,Hits,HmRun,Runs,RBI,Walks,Years,CAtBat,CHits,CHmRun,CRuns,CRBI,CWalks,PutOuts,Assists,Errors,Salary,NEW_HitRatio,NEW_RunRatio,NEW_CHitRatio,NEW_CRunRatio,NEW_Avg_AtBat,NEW_Avg_Hits,NEW_Avg_HmRun,NEW_Avg_Runs,NEW_Avg_RBI,NEW_Avg_Walks,League_N,Division_W,NewLeague_N
315,76,13,35,60,25,3,630,151,24,68,94,55,498,39,13,155.0,0.24126984126984127,0.37142857142857144,0.2396825396825397,0.35294117647058826,210.0,50.333333333333336,8.0,22.666666666666668,31.333333333333332,18.333333333333332,1,0,1
591,157,16,90,78,26,4,2020,541,52,310,226,91,290,440,25,640.0,0.2656514382402707,0.17777777777777778,0.26782178217821784,0.16774193548387098,505.0,135.25,13.0,77.5,56.5,22.75,1,0,1
404,92,11,54,49,18,6,1354,325,30,188,135,63,222,5,5,300.0,0.22772277227722773,0.2037037037037037,0.24002954209748892,0.1595744680851064,225.66666666666666,54.166666666666664,5.0,31.333333333333332,22.5,10.5,0,0,0
315,73,5,23,37,16,4,450,108,6,38,46,28,227,15,3,110.0,0.23174603174603176,0.21739130434782608,0.24,0.15789473684210525,112.5,27.0,1.5,9.5,11.5,7.0,0,1,0
429,91,12,41,42,57,13,5590,1397,83,578,579,644,686,46,4,825.0,0.21212121212121213,0.2926829268292683,0.24991055456171735,0.14359861591695502,430.0,107.46153846153847,6.384615384615385,44.46153846153846,44.53846153846154,49.53846153846154,0,1,1
453,101,3,46,43,61,3,948,218,6,96,72,91,249,444,16,195.0,0.2229580573951435,0.06521739130434782,0.229957805907173,0.0625,316.0,72.66666666666667,2.0,32.0,24.0,30.333333333333332,1,1,1
184,47,5,20,28,18,11,3327,890,74,419,382,304,49,2,0,450.0,0.2554347826086957,0.25,0.2675082657048392,0.1766109785202864,302.45454545454544,80.9090909090909,6.7272727272727275,38.09090909090909,34.72727272727273,27.636363636363637,1,1,1
591,184,20,83,79,38,5,1689,462,40,219,195,82,303,12,5,630.0,0.311336717428088,0.24096385542168675,0.27353463587921845,0.182648401826484,337.8,92.4,8.0,43.8,39.0,16.4,1,1,1
181,58,6,34,23,22,1,181,58,6,34,23,22,88,0,3,86.5,0.32044198895027626,0.17647058823529413,0.32044198895027626,0.17647058823529413,181.0,58.0,6.0,34.0,23.0,22.0,1,1,1
441,118,28,84,86,68,8,2723,750,126,433,420,309,190,2,2,1300.0,0.2675736961451247,0.3333333333333333,0.2754315093646713,0.2909930715935335,340.375,93.75,15.75,54.125,52.5,38.625,0,0,0
490,150,21,69,58,35,14,6126,1839,121,983,707,600,96,5,3,1000.0,0.30612244897959184,0.30434782608695654,0.30019588638589617,0.12309257375381485,437.57142857142856,131.35714285714286,8.642857142857142,70.21428571428571,50.5,42.857142857142854,0,0,1
550,147,29,85,91,71,6,2816,815,117,405,474,319,1218,104,10,1310.0,0.2672727272727273,0.3411764705882353,0.28941761363636365,0.28888888888888886,469.3333333333333,135.83333333333334,19.5,67.5,79.0,53.166666666666664,0,1,0
283,74,4,34,29,22,10,3919,1062,85,505,456,283,145,5,7,737.5,0.26148409893992935,0.11764705882352941,0.27098749681041084,0.16831683168316833,391.9,106.2,8.5,50.5,45.6,28.3,1,1,1
560,161,26,89,96,66,4,1789,470,65,233,260,155,332,9,8,625.0,0.2875,0.29213483146067415,0.26271660145332587,0.27896995708154504,447.25,117.5,16.25,58.25,65.0,38.75,1,1,1
328,91,12,51,43,33,2,342,94,12,51,44,33,145,59,8,125.0,0.2774390243902439,0.23529411764705882,0.27485380116959063,0.23529411764705882,171.0,47.0,6.0,25.5,22.0,16.5,1,0,1
586,159,12,72,79,53,9,3082,880,83,363,477,295,181,13,4,1043.333,0.2713310580204778,0.16666666666666666,0.2855288773523686,0.22865013774104684,342.44444444444446,97.77777777777777,9.222222222222221,40.333333333333336,53.0,32.77777777777778,1,0,1
503,136,5,62,48,83,10,3423,970,20,408,303,414,65,258,8,725.0,0.27037773359840955,0.08064516129032258,0.2833771545427987,0.049019607843137254,342.3,97.0,2.0,40.8,30.3,41.4,1,1,1
344,85,24,69,64,88,7,911,214,64,150,156,187,0,0,0,300.0,0.24709302325581395,0.34782608695652173,0.2349066959385291,0.4266666666666667,130.14285714285714,30.571428571428573,9.142857142857142,21.428571428571427,22.285714285714285,26.714285714285715,0,1,0
680,223,31,119,96,34,3,1928,587,35,262,201,91,429,8,6,365.0,0.32794117647058824,0.2605042016806723,0.30446058091286304,0.13358778625954199,642.6666666666666,195.66666666666666,11.666666666666666,87.33333333333333,67.0,30.333333333333332,0,1,0
279,64,0,31,26,30,1,279,64,0,31,26,30,107,205,16,75.0,0.22939068100358423,0.0,0.22939068100358423,0.0,279.0,64.0,0.0,31.0,26.0,30.0,1,1,1
484,127,20,66,65,67,7,3006,844,116,436,458,377,1231,80,7,1183.333,0.26239669421487605,0.30303030303030304,0.28077178975382566,0.26605504587155965,429.42857142857144,120.57142857142857,16.571428571428573,62.285714285714285,65.42857142857143,53.857142857142854,1,0,1
431,127,8,77,45,58,2,667,187,9,117,64,88,283,8,3,202.5,0.29466357308584684,0.1038961038961039,0.280359820089955,0.07692307692307693,333.5,93.5,4.5,58.5,32.0,44.0,1,0,1
283,70,8,33,37,27,12,4479,1222,94,557,483,307,156,2,2,225.0,0.24734982332155478,0.24242424242424243,0.27282875641884347,0.1687612208258528,373.25,101.83333333333333,7.833333333333333,46.416666666666664,40.25,25.583333333333332,0,0,0
491,141,11,77,47,37,15,4291,1240,84,615,430,340,239,8,2,525.0,0.28716904276985744,0.14285714285714285,0.28897692845490563,0.13658536585365855,286.06666666666666,82.66666666666667,5.6,41.0,28.666666666666668,22.666666666666668,0,0,0
199,52,9,26,28,21,6,805,191,30,113,119,87,235,22,5,265.0,0.2613065326633166,0.34615384615384615,0.2372670807453416,0.26548672566371684,134.16666666666666,31.833333333333332,5.0,18.833333333333332,19.833333333333332,14.5,1,1,1
589,149,21,89,86,64,7,3558,928,102,513,471,351,371,6,6,787.5,0.2529711375212224,0.23595505617977527,0.26082068577852724,0.19883040935672514,508.2857142857143,132.57142857142858,14.571428571428571,73.28571428571429,67.28571428571429,50.142857142857146,0,0,0
327,84,22,53,62,38,10,4273,1123,212,577,700,334,483,48,6,800.0,0.25688073394495414,0.41509433962264153,0.2628130119354084,0.36741767764298094,427.3,112.3,21.2,57.7,70.0,33.4,0,0,1
464,128,28,67,94,52,13,5829,1552,210,740,840,452,0,0,0,587.5,0.27586206896551724,0.417910447761194,0.26625493223537483,0.28378378378378377,448.38461538461536,119.38461538461539,16.153846153846153,56.92307692307692,64.61538461538461,34.76923076923077,0,1,0
338,92,18,42,60,21,3,682,185,36,88,112,50,0,0,0,145.0,0.27218934911242604,0.42857142857142855,0.27126099706744866,0.4090909090909091,227.33333333333334,61.666666666666664,12.0,29.333333333333332,37.333333333333336,16.666666666666668,0,0,0
584,157,20,95,73,63,10,4704,1320,93,724,522,576,276,421,11,420.0,0.2688356164383562,0.21052631578947367,0.28061224489795916,0.12845303867403315,470.4,132.0,9.3,72.4,52.2,57.6,0,0,0
216,54,2,27,25,33,1,216,54,2,27,25,33,317,36,1,75.0,0.25,0.07407407407407407,0.25,0.07407407407407407,216.0,54.0,2.0,27.0,25.0,33.0,1,1,1
625,179,4,94,60,65,5,1696,476,12,216,163,166,303,450,14,575.0,0.2864,0.0425531914893617,0.2806603773584906,0.05555555555555555,339.2,95.2,2.4,43.2,32.6,33.2,0,0,0
489,131,19,77,55,34,7,2051,549,62,300,263,153,310,9,9,780.0,0.26789366053169733,0.24675324675324675,0.26767430521696733,0.20666666666666667,293.0,78.42857142857143,8.857142857142858,42.857142857142854,37.57142857142857,21.857142857142858,0,1,0
209,56,12,22,36,19,2,216,58,12,24,37,19,201,6,3,90.0,0.2679425837320574,0.5454545454545454,0.26851851851851855,0.5,108.0,29.0,6.0,12.0,18.5,9.5,1,0,1
407,93,8,47,30,30,2,969,230,14,121,69,68,172,317,25,150.0,0.2285012285012285,0.1702127659574468,0.23735810113519093,0.11570247933884298,484.5,115.0,7.0,60.5,34.5,34.0,1,1,1
490,148,14,64,78,49,13,3400,1000,113,445,491,301,0,0,0,700.0,0.3020408163265306,0.21875,0.29411764705882354,0.2539325842696629,261.53846153846155,76.92307692307692,8.692307692307692,34.23076923076923,37.76923076923077,23.153846153846153,0,0,1
442,131,18,68,77,33,6,1416,398,47,210,203,136,233,7,7,550.0,0.29638009049773756,0.2647058823529412,0.2810734463276836,0.22380952380952382,236.0,66.33333333333333,7.833333333333333,35.0,33.833333333333336,22.666666666666668,0,0,0
288,65,8,30,36,27,9,2815,698,55,315,325,189,259,30,10,650.0,0.22569444444444445,0.26666666666666666,0.24795737122557726,0.1746031746031746,312.77777777777777,77.55555555555556,6.111111111111111,35.0,36.111111111111114,21.0,1,0,0
209,54,3,25,14,12,1,209,54,3,25,14,12,102,6,3,68.0,0.2583732057416268,0.12,0.2583732057416268,0.12,209.0,54.0,3.0,25.0,14.0,12.0,0,1,0
303,71,3,18,30,36,3,344,76,3,20,36,45,468,47,6,100.0,0.23432343234323433,0.16666666666666666,0.22093023255813954,0.15,114.66666666666667,25.333333333333332,1.0,6.666666666666667,12.0,15.0,1,0,1
330,77,19,47,53,27,6,1928,516,90,247,288,161,149,8,6,670.0,0.23333333333333334,0.40425531914893614,0.2676348547717842,0.3643724696356275,321.3333333333333,86.0,15.0,41.166666666666664,48.0,26.833333333333332,1,1,1
504,120,28,71,71,54,3,1085,259,54,150,167,114,103,283,19,175.0,0.23809523809523808,0.39436619718309857,0.23870967741935484,0.36,361.6666666666667,86.33333333333333,18.0,50.0,55.666666666666664,38.0,0,0,0
258,60,8,28,33,18,3,638,170,17,80,75,36,358,32,8,137.0,0.23255813953488372,0.2857142857142857,0.2664576802507837,0.2125,212.66666666666666,56.666666666666664,5.666666666666667,26.666666666666668,25.0,12.0,0,1,0
374,94,5,36,26,62,7,1968,519,26,181,199,288,756,64,15,875.0,0.25133689839572193,0.1388888888888889,0.26371951219512196,0.143646408839779,281.14285714285717,74.14285714285714,3.7142857142857144,25.857142857142858,28.428571428571427,41.142857142857146,1,1,1
211,43,10,26,35,39,3,498,116,14,59,55,78,463,32,8,120.0,0.2037914691943128,0.38461538461538464,0.23293172690763053,0.23728813559322035,166.0,38.666666666666664,4.666666666666667,19.666666666666668,18.333333333333332,26.0,0,1,0
299,75,6,38,23,26,3,580,160,8,71,33,44,212,1,2,140.0,0.2508361204013378,0.15789473684210525,0.27586206896551724,0.11267605633802817,193.33333333333334,53.333333333333336,2.6666666666666665,23.666666666666668,11.0,14.666666666666666,1,0,1
576,167,8,89,49,57,4,822,232,19,132,83,79,325,12,8,210.0,0.2899305555555556,0.0898876404494382,0.2822384428223844,0.14393939393939395,205.5,58.0,4.75,33.0,20.75,19.75,1,0,1
381,110,9,61,45,32,7,3015,834,40,451,249,168,228,7,5,800.0,0.2887139107611549,0.14754098360655737,0.2766169154228856,0.08869179600886919,430.7142857142857,119.14285714285714,5.714285714285714,64.42857142857143,35.57142857142857,24.0,1,0,1
288,76,7,34,37,15,4,1644,408,16,198,120,113,203,3,3,240.0,0.2638888888888889,0.20588235294117646,0.24817518248175183,0.08080808080808081,411.0,102.0,4.0,49.5,30.0,28.25,1,1,1
369,93,9,43,42,49,5,1258,323,54,181,177,157,149,1,6,350.0,0.25203252032520324,0.20930232558139536,0.25675675675675674,0.2983425414364641,251.6,64.6,10.8,36.2,35.4,31.4,0,0,0
547,137,2,58,47,12,2,1038,271,3,129,80,24,261,459,22,175.0,0.25045703839122485,0.034482758620689655,0.2610789980732177,0.023255813953488372,519.0,135.5,1.5,64.5,40.0,12.0,0,1,0
572,152,18,105,49,65,2,978,249,36,168,91,101,325,13,3,200.0,0.26573426573426573,0.17142857142857143,0.254601226993865,0.21428571428571427,489.0,124.5,18.0,84.0,45.5,50.5,0,1,0
359,80,15,45,48,63,7,1493,359,61,176,202,175,682,93,13,700.0,0.22284122562674094,0.3333333333333333,0.24045545880776958,0.3465909090909091,213.28571428571428,51.285714285714285,8.714285714285714,25.142857142857142,28.857142857142858,25.0,1,1,1
526,163,12,88,50,77,4,1556,470,38,245,167,174,250,11,1,750.0,0.30988593155893535,0.13636363636363635,0.30205655526992287,0.15510204081632653,389.0,117.5,9.5,61.25,41.75,43.5,0,1,0
313,83,9,43,41,30,14,5885,1543,104,751,714,535,58,141,23,450.0,0.26517571884984026,0.20930232558139536,0.2621920135938828,0.1384820239680426,420.35714285714283,110.21428571428571,7.428571428571429,53.642857142857146,51.0,38.214285714285715,1,1,1
540,135,30,82,88,55,1,540,135,30,82,88,55,157,6,14,172.0,0.25,0.36585365853658536,0.25,0.36585365853658536,540.0,135.0,30.0,82.0,88.0,55.0,0,1,0
437,123,9,62,55,40,9,4139,1203,79,676,390,364,82,170,15,1260.0,0.2814645308924485,0.14516129032258066,0.2906499154385117,0.11686390532544379,459.8888888888889,133.66666666666666,8.777777777777779,75.11111111111111,43.333333333333336,40.44444444444444,0,0,0
237,52,0,15,25,30,24,14053,4256,160,2165,1314,1566,523,43,6,750.0,0.21940928270042195,0.0,0.3028534832420124,0.07390300230946882,585.5416666666666,177.33333333333334,6.666666666666667,90.20833333333333,54.75,65.25,1,1,1
236,56,6,41,19,21,5,1257,329,24,166,125,105,172,1,4,190.0,0.23728813559322035,0.14634146341463414,0.2617342879872713,0.14457831325301204,251.4,65.8,4.8,33.2,25.0,21.0,0,0,0
473,154,6,61,48,29,6,1966,566,29,250,252,178,846,84,9,580.0,0.32558139534883723,0.09836065573770492,0.28789420142421157,0.116,327.6666666666667,94.33333333333333,4.833333333333333,41.666666666666664,42.0,29.666666666666668,0,0,0
309,72,0,33,31,26,5,354,82,0,41,32,26,117,269,12,130.0,0.23300970873786409,0.0,0.23163841807909605,0.0,70.8,16.4,0.0,8.2,6.4,5.2,1,0,1
271,77,5,35,29,33,12,4933,1358,48,630,435,403,62,90,3,450.0,0.28413284132841327,0.14285714285714285,0.27528887086965337,0.0761904761904762,411.0833333333333,113.16666666666667,4.0,52.5,36.25,33.583333333333336,0,1,0
357,96,7,50,45,39,5,1394,344,43,178,192,136,167,2,4,300.0,0.2689075630252101,0.14,0.2467718794835007,0.24157303370786518,278.8,68.8,8.6,35.6,38.4,27.2,0,1,0
216,56,4,22,18,15,12,2796,665,43,266,304,198,391,44,4,250.0,0.25925925925925924,0.18181818181818182,0.23783977110157367,0.16165413533834586,233.0,55.416666666666664,3.5833333333333335,22.166666666666668,25.333333333333332,16.5,0,0,0
256,70,13,42,36,44,16,7058,1845,312,965,1128,990,41,118,8,1050.0,0.2734375,0.30952380952380953,0.26140549730801926,0.3233160621761658,441.125,115.3125,19.5,60.3125,70.5,61.875,1,0,0
466,108,33,75,86,72,3,652,142,44,102,109,102,286,8,8,215.0,0.2317596566523605,0.44,0.21779141104294478,0.43137254901960786,217.33333333333334,47.333333333333336,14.666666666666666,34.0,36.333333333333336,34.0,0,0,0
327,68,13,42,29,45,18,3949,939,78,438,380,466,659,53,7,400.0,0.20795107033639143,0.30952380952380953,0.237781716890352,0.1780821917808219,219.38888888888889,52.166666666666664,4.333333333333333,24.333333333333332,21.11111111111111,25.88888888888889,0,0,0
341,110,9,45,49,46,9,2331,658,50,249,322,274,251,9,4,560.0,0.3225806451612903,0.2,0.2822822822822823,0.20080321285140562,259.0,73.11111111111111,5.555555555555555,27.666666666666668,35.77777777777778,30.444444444444443,0,0,0
419,101,18,65,58,92,20,9528,2510,548,1509,1659,1342,0,0,0,487.5,0.24105011933174225,0.27692307692307694,0.26343408900083964,0.3631544068919814,476.4,125.5,27.4,75.45,82.95,67.1,0,1,0
376,82,21,42,60,35,5,1770,408,115,238,299,157,0,0,0,425.0,0.21808510638297873,0.5,0.2305084745762712,0.4831932773109244,354.0,81.6,23.0,47.6,59.8,31.4,0,1,0
486,145,11,51,76,40,11,3967,1102,67,410,497,284,88,204,16,500.0,0.29835390946502055,0.21568627450980393,0.2777917822031762,0.16341463414634147,360.6363636363636,100.18181818181819,6.090909090909091,37.27272727272727,45.18181818181818,25.818181818181817,1,0,0
246,76,5,35,39,13,6,912,234,12,102,96,80,44,0,1,250.0,0.3089430894308943,0.14285714285714285,0.2565789473684211,0.11764705882352941,152.0,39.0,2.0,17.0,16.0,13.333333333333334,0,0,0
205,52,8,31,27,17,12,5134,1323,56,643,445,459,155,3,2,400.0,0.25365853658536586,0.25806451612903225,0.25769380599922087,0.08709175738724728,427.8333333333333,110.25,4.666666666666667,53.583333333333336,37.083333333333336,38.25,0,0,0
348,90,11,50,45,43,10,2288,614,43,295,273,269,60,176,6,450.0,0.25862068965517243,0.22,0.26835664335664333,0.14576271186440679,228.8,61.4,4.3,29.5,27.3,26.9,0,0,0
523,135,8,52,44,52,9,3368,895,39,377,284,296,367,475,19,750.0,0.25812619502868067,0.15384615384615385,0.26573634204275537,0.10344827586206896,374.22222222222223,99.44444444444444,4.333333333333333,41.888888888888886,31.555555555555557,32.888888888888886,1,1,1
312,68,2,32,22,24,1,312,68,2,32,22,24,86,150,15,70.0,0.21794871794871795,0.0625,0.21794871794871795,0.0625,312.0,68.0,2.0,32.0,22.0,24.0,0,0,0
496,119,8,57,33,21,7,3358,882,36,365,280,165,155,371,29,875.0,0.2399193548387097,0.14035087719298245,0.26265634306134605,0.09863013698630137,479.7142857142857,126.0,5.142857142857143,52.142857142857146,40.0,23.571428571428573,1,1,1
126,27,3,8,10,5,4,239,49,3,16,13,14,190,2,9,190.0,0.21428571428571427,0.375,0.20502092050209206,0.1875,59.75,12.25,0.75,4.0,3.25,3.5,1,0,1
275,68,5,42,42,61,6,961,238,16,128,104,172,181,3,2,191.0,0.24727272727272728,0.11904761904761904,0.24765868886576484,0.125,160.16666666666666,39.666666666666664,2.6666666666666665,21.333333333333332,17.333333333333332,28.666666666666668,1,0,1
627,178,14,68,76,46,6,3146,902,74,494,345,242,309,492,5,740.0,0.2838915470494418,0.20588235294117646,0.2867132867132867,0.14979757085020243,524.3333333333334,150.33333333333334,12.333333333333334,82.33333333333333,57.5,40.333333333333336,1,0,1
394,86,1,38,28,36,4,1089,267,3,94,71,76,203,369,16,250.0,0.2182741116751269,0.02631578947368421,0.24517906336088155,0.031914893617021274,272.25,66.75,0.75,23.5,17.75,19.0,1,0,1
208,57,8,32,25,18,3,653,170,17,98,54,62,42,94,13,140.0,0.27403846153846156,0.25,0.26033690658499237,0.17346938775510204,217.66666666666666,56.666666666666664,5.666666666666667,32.666666666666664,18.0,20.666666666666668,1,0,1
382,101,16,50,55,22,1,382,101,16,50,55,22,200,7,6,97.5,0.2643979057591623,0.32,0.2643979057591623,0.32,382.0,101.0,16.0,50.0,55.0,22.0,0,1,0
459,113,20,59,57,68,12,5348,1369,155,713,660,735,0,0,0,740.0,0.24618736383442266,0.3389830508474576,0.25598354525056094,0.21739130434782608,445.6666666666667,114.08333333333333,12.916666666666666,59.416666666666664,55.0,61.25,0,1,0
549,149,7,73,47,42,1,549,149,7,73,47,42,255,450,17,140.0,0.27140255009107467,0.0958904109589041,0.27140255009107467,0.0958904109589041,549.0,149.0,7.0,73.0,47.0,42.0,1,1,1
288,63,3,25,33,16,10,2682,667,38,315,259,204,135,257,7,341.667,0.21875,0.12,0.24869500372856077,0.12063492063492064,268.2,66.7,3.8,31.5,25.9,20.4,0,1,0
522,163,9,82,46,62,13,7037,2019,153,1043,827,535,352,9,1,1000.0,0.31226053639846746,0.10975609756097561,0.2869120363791388,0.14669223394055608,541.3076923076923,155.30769230769232,11.76923076923077,80.23076923076923,63.61538461538461,41.15384615384615,0,0,0
512,117,29,54,88,43,6,1750,412,100,204,276,155,1236,98,18,100.0,0.228515625,0.5370370370370371,0.23542857142857143,0.49019607843137253,291.6666666666667,68.66666666666667,16.666666666666668,34.0,46.0,25.833333333333332,0,1,0
220,66,5,20,28,13,3,290,80,5,27,31,15,281,21,3,90.0,0.3,0.25,0.27586206896551724,0.18518518518518517,96.66666666666667,26.666666666666668,1.6666666666666667,9.0,10.333333333333334,5.0,0,1,0
522,140,16,73,77,60,4,730,185,22,93,106,86,1320,166,17,200.0,0.2681992337164751,0.2191780821917808,0.2534246575342466,0.23655913978494625,182.5,46.25,5.5,23.25,26.5,21.5,1,0,1
461,112,18,54,54,35,2,680,160,24,76,75,49,111,226,11,135.0,0.24295010845986983,0.3333333333333333,0.23529411764705882,0.3157894736842105,340.0,80.0,12.0,38.0,37.5,24.5,0,1,0
581,145,17,66,68,21,2,831,210,21,106,86,40,320,465,32,155.0,0.2495697074010327,0.25757575757575757,0.2527075812274368,0.19811320754716982,415.5,105.0,10.5,53.0,43.0,20.0,1,0,1
530,159,3,82,50,47,6,1619,426,11,218,149,163,196,354,15,475.0,0.3,0.036585365853658534,0.2631253860407659,0.05045871559633028,269.8333333333333,71.0,1.8333333333333333,36.333333333333336,24.833333333333332,27.166666666666668,0,1,0
439,96,0,44,36,65,4,711,148,1,68,56,99,229,406,22,150.0,0.21867881548974943,0.0,0.20815752461322082,0.014705882352941176,177.75,37.0,0.25,17.0,14.0,24.75,1,0,1
453,103,8,53,33,52,2,507,123,8,63,39,58,289,407,6,105.0,0.22737306843267108,0.1509433962264151,0.24260355029585798,0.12698412698412698,253.5,61.5,4.0,31.5,19.5,29.0,0,1,0
528,122,1,67,45,51,4,1716,403,12,211,146,155,209,372,17,350.0,0.23106060606060605,0.014925373134328358,0.23484848484848486,0.05687203791469194,429.0,100.75,3.0,52.75,36.5,38.75,0,1,0
633,210,6,91,56,59,6,3070,872,19,420,230,274,367,432,16,90.0,0.33175355450236965,0.06593406593406594,0.28403908794788274,0.04523809523809524,511.6666666666667,145.33333333333334,3.1666666666666665,70.0,38.333333333333336,45.666666666666664,1,1,1
562,169,17,88,73,53,8,3181,841,61,450,342,373,351,442,17,530.0,0.30071174377224197,0.19318181818181818,0.2643822697265011,0.13555555555555557,397.625,105.125,7.625,56.25,42.75,46.625,0,0,0
281,76,3,42,25,20,8,2658,657,48,324,300,179,106,144,7,341.667,0.2704626334519573,0.07142857142857142,0.24717832957110608,0.14814814814814814,332.25,82.125,6.0,40.5,37.5,22.375,0,0,0
593,152,23,69,75,53,6,2765,686,133,369,384,321,315,10,6,940.0,0.2563237774030354,0.3333333333333333,0.2481012658227848,0.3604336043360434,460.8333333333333,114.33333333333333,22.166666666666668,61.5,64.0,53.5,0,1,0
687,213,10,91,65,27,4,1518,448,15,196,137,89,294,445,13,350.0,0.31004366812227074,0.10989010989010989,0.2951251646903821,0.07653061224489796,379.5,112.0,3.75,49.0,34.25,22.25,0,0,0
368,103,3,48,28,54,8,1897,493,9,207,162,198,209,246,3,326.667,0.2798913043478261,0.0625,0.2598840274117027,0.043478260869565216,237.125,61.625,1.125,25.875,20.25,24.75,1,1,1
263,70,1,26,23,30,4,888,220,9,83,82,86,81,147,4,250.0,0.2661596958174905,0.038461538461538464,0.24774774774774774,0.10843373493975904,222.0,55.0,2.25,20.75,20.5,21.5,1,0,1
642,211,14,107,59,52,5,2364,770,27,352,230,193,337,19,4,740.0,0.32866043613707163,0.1308411214953271,0.3257191201353638,0.07670454545454546,472.8,154.0,5.4,70.4,46.0,38.6,1,1,1
265,68,8,26,30,29,7,1337,339,32,135,163,128,92,5,3,425.0,0.25660377358490566,0.3076923076923077,0.25355272999252054,0.23703703703703705,191.0,48.42857142857143,4.571428571428571,19.285714285714285,23.285714285714285,18.285714285714285,1,1,0
559,141,2,48,61,73,8,3162,874,16,421,349,359,352,414,9,925.0,0.2522361359570662,0.041666666666666664,0.27640733712839977,0.03800475059382423,395.25,109.25,2.0,52.625,43.625,44.875,1,0,1
520,120,17,53,44,21,4,927,227,22,106,80,52,70,144,11,185.0,0.23076923076923078,0.32075471698113206,0.24487594390507011,0.20754716981132076,231.75,56.75,5.5,26.5,20.0,13.0,0,1,0
19,4,1,2,3,1,1,19,4,1,2,3,1,692,70,8,920.0,0.21052631578947367,0.5,0.21052631578947367,0.5,19.0,4.0,1.0,2.0,3.0,1.0,1,1,0
205,43,2,24,17,20,7,854,219,12,105,99,71,131,6,1,286.667,0.2097560975609756,0.08333333333333333,0.25644028103044497,0.11428571428571428,122.0,31.285714285714285,1.7142857142857142,15.0,14.142857142857142,10.142857142857142,1,0,1
193,47,10,21,29,24,6,1136,256,42,129,139,106,299,13,5,245.0,0.24352331606217617,0.47619047619047616,0.22535211267605634,0.32558139534883723,189.33333333333334,42.666666666666664,7.0,21.5,23.166666666666668,17.666666666666668,0,1,0
213,61,4,17,22,3,17,4061,1145,83,488,491,244,178,45,4,235.0,0.2863849765258216,0.23529411764705882,0.2819502585570057,0.17008196721311475,238.88235294117646,67.3529411764706,4.882352941176471,28.705882352941178,28.88235294117647,14.352941176470589,0,1,0
510,147,10,56,52,53,7,2872,821,63,307,340,174,810,99,18,1150.0,0.28823529411764703,0.17857142857142858,0.28586350974930363,0.20521172638436483,410.2857142857143,117.28571428571429,9.0,43.857142857142854,48.57142857142857,24.857142857142858,1,0,1
578,138,1,56,59,34,3,1399,357,7,149,161,87,133,371,20,160.0,0.23875432525951557,0.017857142857142856,0.2551822730521801,0.04697986577181208,466.3333333333333,119.0,2.3333333333333335,49.666666666666664,53.666666666666664,29.0,1,0,1
441,113,5,76,52,76,5,1546,397,17,226,149,191,160,290,11,425.0,0.2562358276643991,0.06578947368421052,0.25679172056921085,0.0752212389380531,309.2,79.4,3.4,45.2,29.8,38.2,0,1,0
172,42,3,17,14,15,10,4086,1150,57,579,363,406,65,0,0,900.0,0.2441860465116279,0.17647058823529413,0.28144884973078804,0.09844559585492228,408.6,115.0,5.7,57.9,36.3,40.6,1,1,1
127,32,4,14,25,12,19,8396,2402,242,1048,1348,819,167,18,6,500.0,0.25196850393700787,0.2857142857142857,0.28608861362553595,0.23091603053435114,441.89473684210526,126.42105263157895,12.736842105263158,55.1578947368421,70.94736842105263,43.10526315789474,1,1,1
279,69,4,35,31,32,4,1359,355,31,180,148,158,133,173,9,277.5,0.24731182795698925,0.11428571428571428,0.2612214863870493,0.17222222222222222,339.75,88.75,7.75,45.0,37.0,39.5,1,0,1
480,112,18,50,71,44,7,3031,771,110,338,406,239,94,270,16,750.0,0.23333333333333334,0.36,0.2543714945562521,0.3254437869822485,433.0,110.14285714285714,15.714285714285714,48.285714285714285,58.0,34.142857142857146,1,0,1
600,139,0,94,29,60,2,1236,309,1,201,69,110,300,12,9,160.0,0.23166666666666666,0.0,0.25,0.004975124378109453,618.0,154.5,0.5,100.5,34.5,55.0,1,0,1
610,186,19,107,98,74,6,2728,753,69,399,366,286,1182,96,13,1300.0,0.30491803278688523,0.17757009345794392,0.2760263929618768,0.17293233082706766,454.6666666666667,125.5,11.5,66.5,61.0,47.666666666666664,1,0,1
360,81,5,37,44,37,7,2268,566,41,279,257,246,170,284,3,525.0,0.225,0.13513513513513514,0.2495590828924162,0.14695340501792115,324.0,80.85714285714286,5.857142857142857,39.857142857142854,36.714285714285715,35.142857142857146,1,0,1
387,124,1,67,27,36,7,1775,506,6,272,125,194,186,290,17,550.0,0.32041343669250644,0.014925373134328358,0.28507042253521125,0.022058823529411766,253.57142857142858,72.28571428571429,0.8571428571428571,38.857142857142854,17.857142857142858,27.714285714285715,1,0,1
408,117,11,66,41,34,1,408,117,11,66,41,34,942,72,11,120.0,0.2867647058823529,0.16666666666666666,0.2867647058823529,0.16666666666666666,408.0,117.0,11.0,66.0,41.0,34.0,1,1,1
593,172,22,82,100,57,1,593,172,22,82,100,57,1222,139,15,165.0,0.2900505902192243,0.2682926829268293,0.2900505902192243,0.2682926829268293,593.0,172.0,22.0,82.0,100.0,57.0,0,1,0
